Date,^GDAXI,^N225,^BVSP,^NSEI,^HSI
2010-08-09,0.6608275608951055,0.24566509775914314,0.7895103542606196,0.2957981349497715,0.24382635958942253
2010-08-10,0.6621409362035698,0.24533121811228528,0.7896227814745901,0.2957609308803034,0.244945795817766
2010-08-11,0.6702994760454037,0.267645855029888,0.7942137895828325,0.30150531913590434,0.2512984066582225
2010-08-12,0.6715339222352151,0.26946928584804025,0.7940829327157798,0.3028964180668158,0.2545245422819473
2010-08-13,0.6715289150376749,0.26739628075626576,0.7932848577333917,0.3024423784648574,0.2545014946534826
2010-08-16,0.6704926947646414,0.2708827711078907,0.7927490636941196,0.2991421209136404,0.2535990438652533
2010-08-17,0.6735018736293971,0.27441096291255096,0.794247106966216,0.2958351260047861,0.27084266458511397
2010-08-18,0.6726347298096416,0.2740631370465013,0.7964888484671724,0.2954378569108408,0.27023151582268806
2010-08-19,0.6753528239825195,0.26604156210888835,0.7963616016062894,0.2829214586246714,0.26609301402307983
2010-08-20,0.6728987585089008,0.27133186805141296,0.7959804241541729,0.2924244627218938,0.261499339167589
2010-08-23,0.671841887820132,0.27189500480390244,0.7968525900236106,0.2920416313272016,0.2563012695966586
2010-08-24,0.6695764298306798,0.28981306104156024,0.795341719462428,0.2791203365712796,0.24845696081195062
2010-08-25,0.6666751564203227,0.27018752307199695,0.8018979438597843,0.2659788687265759,0.24354513910634265
2010-08-26,0.6675467717566682,0.26887018519188643,0.804765733873068,0.2865375322754169,0.24526491322577673
2010-08-27,0.6650247608219538,0.28474381261916515,0.8148846928658933,0.2710924576722224,0.2541204724410321
2010-08-30,0.6739102035219278,0.2656694992959029,0.8173698534527004,0.27123156527449804,0.24401701481046473
2010-08-31,0.6730249838622833,0.2576617964200171,0.8125056935167311,0.26974855891240823,0.23956863663456182
2010-09-01,0.6825152265883083,0.26045942872548117,0.8188815436894743,0.2993176447758093,0.24106793173637425
2010-09-02,0.6804641415748086,0.2663478233836423,0.8160132636306413,0.31008055823231023,0.25422382635129653
2010-09-03,0.6703964240956946,0.2707824470561301,0.8039195526940006,0.28338982441247196,0.23413995928337025
2010-09-08,0.6796437699481223,0.2703232426410955,0.8100059928165969,0.29773089972066846,0.2414784662520436
2010-09-09,0.6855611667485022,0.26933535287235755,0.8147312391113083,0.3042375236035026,0.2399567274650841
2010-09-13,0.6881584022790934,0.2742264427953319,0.8152640292062514,0.30917598728581847,0.24150560343808133
2010-09-14,0.6892525600454373,0.27471134315520884,0.8160827084383107,0.30866635968631617,0.24242487631635384
2010-09-16,0.6888809198327959,0.27069540149542637,0.8203773510716744,0.3067556953494846,0.24067376073051108
2010-09-17,0.68722060387428,0.269632504510262,0.8183492859355654,0.3100929421022763,0.24298885789781074
2010-09-21,0.6873166983217951,0.2738474508067184,0.8187487981057406,0.3124075712428382,0.25255860886433806
2010-09-22,0.6877405631387601,0.27921099768938695,0.815053305979825,0.31327121809323755,0.2577021814540056
2010-09-24,0.6903772830548943,0.2674900146103027,0.7963717911168723,0.3223825763545428,0.26793263080478946
2010-09-27,0.6916950937716086,0.2699631158430793,0.7956779964865136,0.3247862604630528,0.269761591214742
2010-09-28,0.6937170530242142,0.266833129917609,0.7970118957773761,0.3236801400558528,0.2650863272787498
2010-09-29,0.6948826035776597,0.26555419641471895,0.7971602518655385,0.3246188130616914,0.2623034968199874
2010-09-30,0.6955863420013687,0.2654503924591679,0.7968426426964401,0.32488594790527225,0.2642173882832334
2010-10-04,0.6969489005054351,0.26542989708413184,0.7947406204035578,0.3254716046984213,0.2582048455785764
2010-10-05,0.7009586301475808,0.27730425539884435,0.7962310383257362,0.31878352712314806,0.2614659944156902
2010-10-06,0.6971814810061114,0.26559297031197737,0.7925852797522686,0.3190889949073936,0.2548991829879307
2010-10-07,0.6971700473606217,0.2679122289160901,0.7920276218329476,0.3185211565577918,0.2579487450200326
2010-10-08,0.6969748719436202,0.2650115909214867,0.7948407930222348,0.31766603754898887,0.25841656058296114
2010-10-13,0.6961295432845921,0.2654955515361706,0.7951065347893123,0.320321853038642,0.2624033097658326
2010-10-14,0.6963246156787204,0.2592494188102224,0.7952291598758154,0.3205040824233728,0.25723091595986236
2010-10-15,0.6964277180481038,0.25860846695475215,0.7962800877967215,0.31262292232742783,0.25636979752274675
2010-10-18,0.697681829402264,0.2586311116530055,0.7954730967399338,0.3129998198759968,0.2497861218331674
2010-10-19,0.6959549820578776,0.2542672743936197,0.7967728939578465,0.31491287924477956,0.239543124630219
2010-10-20,0.6953501927881482,0.24329022032978218,0.798950957794149,0.3064515542890785,0.22909872726435496
2010-10-21,0.6942170224830891,0.243689851642644,0.7961233005849079,0.30448631671554466,0.22948513981837268
2010-10-22,0.6934788343678998,0.24646968116881743,0.7962682289982494,0.30378218183421923,0.22851839204609795
2010-10-25,0.6933459486083672,0.24764025359993233,0.7959341055873641,0.3032898417740799,0.22847489044888436
2010-10-26,0.6971803182996112,0.24781713164599783,0.7912214993734044,0.3038452675651148,0.2286734406401931
2010-10-27,0.6972327905003057,0.24811077110135032,0.7913773397327045,0.3036274865530681,0.22853241881993447
2010-10-28,0.6968224727270903,0.2480683605604588,0.792945749244468,0.30208808311127067,0.226605823515457
2010-10-29,0.6970557818116242,0.24726778494866902,0.7923289335517434,0.30286151402395817,0.22647406621702895
2010-11-01,0.6972767503475396,0.24721551195760358,0.7917193263892021,0.3008439758068277,0.2234299592328608
2010-11-04,0.7006878258311903,0.25773516817264097,0.7938239085699017,0.3130245082336509,0.23196094084388771
2010-11-08,0.7003003472617314,0.2567785311688915,0.7935038015634784,0.31366336194961614,0.23936957233863945
2010-11-09,0.7005166600895061,0.2590480564052544,0.7956405848328484,0.31681100110120775,0.24349856776313414
2010-11-10,0.6951583264045591,0.25972182381865366,0.7978233006520773,0.3125202165594905,0.2367323298702985
2010-11-11,0.6951244199430837,0.258450518215901,0.8010387776271515,0.31409475753455934,0.2351572292740112
2010-11-12,0.6932378593116516,0.2631722402764588,0.8021719190738964,0.3218722916184093,0.2436606358109616
2010-11-16,0.6970590785688704,0.26249669552947225,0.8054496054172169,0.3356856518540268,0.25251906339899
2010-11-18,0.6971200647873987,0.2663402680446194,0.8056368726110887,0.3345907699356014,0.2549191433467971
2010-11-19,0.6985575345670847,0.27125115754635615,0.8072344160324663,0.3323281612775594,0.2644892542234039
2010-11-22,0.6975524658956332,0.2704378145744915,0.8027717461805594,0.32541855027051786,0.26142364716582833
2010-11-24,0.7042094430533102,0.2664061244159683,0.8042128817295117,0.31186512098481145,0.2645860060267009
2010-11-26,0.7039859092150342,0.26780220901126023,0.8040680450697018,0.3122460209065962,0.2723407446229831
2010-11-29,0.7001207346956796,0.27373071949127453,0.8040446246272541,0.3106714335511971,0.27585826139462344
2010-11-30,0.6918102776985712,0.2846012259921968,0.7993928224140533,0.3085012251386527,0.26302736384518194
2010-12-01,0.7064395346343748,0.29776531458856065,0.8039370547628115,0.3316145567126639,0.27914416533649994
2010-12-02,0.7107161544743859,0.3165269719174367,0.8035339007557286,0.3406045727698831,0.3004337312496291
2010-12-03,0.7142719983733521,0.28572750584429407,0.7985256681902543,0.3352959303824361,0.28820116204189733
2010-12-06,0.7133955132931223,0.27189418524929293,0.79826077346514,0.32659306129212057,0.2811008520588358
2010-12-07,0.6824106765161608,0.2526357502855686,0.7810384770384741,0.26794176526429553,0.23658288311103373
2010-12-08,0.681439066323195,0.2526748561310226,0.7748142934414893,0.26241003015632475,0.23004453989213883
2010-12-09,0.6771604399681745,0.2551962282947818,0.7716104547938757,0.25001415567335666,0.22954166248248695
2010-12-10,0.6887834380212734,0.2695496471913182,0.7719350958357372,0.25697808522800486,0.23782755495102592
2010-12-13,0.6824457200222421,0.25983435512668407,0.7645986906116563,0.24163910270750583,0.22442307941983122
2010-12-14,0.6823356302325824,0.26334277033482817,0.7655975052890253,0.24240570930211927,0.2300132064733105
2010-12-15,0.7010645723123659,0.2654736903906402,0.7660074962661444,0.2463616823389089,0.2451949119986727
2010-12-16,0.7103179245127275,0.2644584359162015,0.763887089045139,0.24663526781877435,0.23485992298048353
2010-12-20,0.6999393942561641,0.24588232595036233,0.7514461789427879,0.2700022057345608,0.23805113853875828
2010-12-21,0.7002377903447314,0.24811453726250035,0.7511485703875723,0.2747926271248022,0.24732335479763315
2010-12-22,0.7139596189103883,0.25231758761124295,0.7541131371845966,0.28196976042660876,0.2594422283508733
2010-12-28,0.7252923318091098,0.25506616273331173,0.766571479921693,0.2976078816165494,0.2644232054857945
2010-12-29,0.7083602557488777,0.2425815127958771,0.7496110015007952,0.2722458335275451,0.24647036428643215
2010-12-30,0.7096380082017975,0.2547288364047051,0.7504178134366436,0.28492397204991876,0.2659185867961424
2011-01-04,0.7189387433335058,0.2483774513194722,0.7437910138886841,0.26294336382693284,0.24909729765587102
2011-01-05,0.7317681401915911,0.268375001003852,0.738382247540545,0.24690892160069053,0.25901068481990525
2011-01-06,0.7203766775673197,0.2738389584577257,0.7322723699081946,0.2703527077134663,0.26627209334975077
2011-01-07,0.7196055140768585,0.2515522318466156,0.7311616088588164,0.2519086571780327,0.24912031059287273
2011-01-11,0.727986354043611,0.2509217446750444,0.72949645357617,0.26118075495427,0.24766875383101702
2011-01-12,0.7481124096032548,0.24692722636392114,0.7295359010605557,0.2693746437992618,0.2575469649178981
2011-01-13,0.7509200423824481,0.23493091740975647,0.7158397474564206,0.24680341861231184,0.2659763652364417
2011-01-14,0.7503547172261715,0.2288984197760713,0.7157199094543366,0.23311902822924704,0.2643079662339446
2011-01-18,0.7550994742112408,0.23401517239875466,0.7154268120867023,0.237555984705719,0.2668264107770101
2011-01-19,0.7614168015571584,0.23360644839474298,0.7146156541480406,0.23865686311181902,0.2621483020703252
2011-01-20,0.7604282358593124,0.2347685900578623,0.7147531217627744,0.2382290105039225,0.2612951631482425
2011-01-21,0.7606486895571878,0.2316652078089459,0.7132152623748675,0.23790978572311708,0.2600806692287174
2011-01-24,0.7677305300358108,0.2443706203206674,0.7169189151975286,0.2495643446703522,0.2801505200283685
2011-01-27,0.7706113954750244,0.23502987371166315,0.7218143105809285,0.23906289170703524,0.27537906985508337
2011-01-28,0.7712942206753508,0.24224144457003632,0.7315166769224912,0.25862628651361735,0.28361792868706526
2011-01-31,0.7616214444144556,0.23959530467499798,0.7230939883479833,0.2599613572483406,0.2716308797560957
2011-02-01,0.7690049567313311,0.24552319653984003,0.7312789218717244,0.2373325102905164,0.2706430569097851
2011-02-02,0.7773106065522689,0.2382677128012116,0.7290529175683566,0.24087143343857295,0.26160915764262577
2011-02-07,0.7557434171992248,0.22227053768679217,0.7052475141028639,0.21355534872145002,0.19947098371123584
2011-02-08,0.7607743759764398,0.21039408776589638,0.7012885076525485,0.2205903208696653,0.19269847587611416
2011-02-09,0.7600629906791553,0.21156217458398838,0.6979950405202133,0.22242567223598092,0.19119740850287853
2011-02-10,0.7668819225304242,0.21019556945664872,0.7004603764007626,0.22037881129105538,0.18642563452253058
2011-02-14,0.779873266603691,0.23288806290206535,0.6895849170687917,0.2474292048387365,0.22769107011469883
2011-02-15,0.7789320403451511,0.221813795454126,0.6902085981388977,0.23973900266899786,0.2256016254191586
2011-02-16,0.7782028175787304,0.22326663217268466,0.6901420659486618,0.24013041653137862,0.22927676884428558
