Date,^GSPC,^GDAXI,^N225,^BVSP,^NSEI,^HSI,VIX
2010-01-05,0.0031108319667598,-0.0027218103083708,0.0025346145162679,0.0027800566787838,0.0086963957751819,0.0206933097050932,-0.03503788271167174
2010-01-06,0.0005453718878234,0.0004094440565332,0.0046345263657912,0.0069377233487877,0.0007386389062684,0.0061343076270397,-0.009867674611151234
2010-01-07,0.0039932183546547,-0.0024839236140223,-0.0046504340543886,-0.0039382399675407,-0.0035466864183373,-0.0065891260466344,-0.005232894372593666
2010-01-08,0.0028775830750955,0.0030272969662537,0.0108623286208509,-0.0026720882337354,-0.0034926490460929,0.0012251789537174,-0.050023891729247705
2010-01-12,-0.0094254464389438,-0.0162727335929577,0.0074565664564278,-0.0050815359614606,-0.0074571562473284,-0.0037944791558075,0.03911117358896021
2010-01-13,0.0082914563333602,0.0033831545231901,-0.0133349104752458,0.0043998049063542,0.0045096789481018,-0.026231242618337,-0.022161550431999633
2010-01-14,0.0024234864214136,0.0043071858723457,0.0159548482410585,-0.008331835966663,0.0049457081402817,-0.0014563440275043,-0.012401580789298094
2010-01-15,-0.0108821263012082,-0.0190332074323045,0.0067995394189583,-0.0118607231361806,-0.0014649229624303,-0.002895434646291,0.015757258745713987
2010-01-19,0.0124221512077369,0.0097403091594809,-0.0083423026794076,0.0072931196854622,-0.0093710881128128,0.0101058281579291,-0.01859731963570077
2010-01-20,-0.0106543866018613,-0.0211286338278,-0.0025467714121418,-0.0247498314668952,-0.0007561165620959,-0.0182394580354028,0.060691561220513446
2010-01-21,-0.019126657272988,-0.0180303320132892,0.0121163243772333,-0.0287072587492804,-0.0247302534165196,-0.0200961285847203,0.17578705268671824
2010-01-22,-0.0223897796301084,-0.0090280426845232,-0.0258983550504758,-0.0007547739810362,-0.0114806871788921,-0.006563813411434,0.20401241410577864
2010-01-27,0.0048682828686121,-0.004549103307113,-0.0071146641585659,-0.0069528742354929,-0.0313989499028064,-0.0037994667295961,-0.05914912777450754
2010-01-28,-0.0118881255342797,-0.0183972352365771,0.0156982857854774,0.0079291388807298,0.0029113997328131,0.0160094191767807,0.025177355768109422
2010-01-29,-0.009877799049982,0.0122809370876684,-0.0209833564393271,-0.0028399133523038,0.0030360777394111,-0.011580584254963,0.03681910368660457
2010-02-01,0.0141653055463697,0.0081131309019646,0.0006841613568493,0.0177312296891614,0.0036088449983289,0.0060328453885549,-0.08605181760919489
2010-02-02,0.0128895204452028,0.0097113567395297,0.0161424023983443,0.0088384319333094,-0.0143068270124508,0.0014033834289506,-0.05038508890507165
2010-02-03,-0.0054893503825388,-0.0066018756267993,0.0031999606134842,-0.0008043375076152,0.0208469994132585,0.0219503148570012,0.00557108402124884
2010-02-04,-0.0316358560498066,-0.0247840475357818,-0.0046578972585127,-0.0484668618946368,-0.0176946887051254,-0.0185297548263871,0.18847540178231625
2010-02-05,0.0028929303608267,-0.0180355321355012,-0.0292863330267927,-0.0184855733859166,-0.0264967812684453,-0.0338255694074227,0.001149671954127296
2010-02-08,-0.0089028031003746,0.0092517145427351,-0.0105223624589232,0.0061946257367502,0.0088089567699931,-0.005823636329941,0.015203622847528298
2010-02-09,0.0129558417735866,0.0024418720742787,-0.0019029613608338,0.0244790163177999,0.0067517961642948,0.0121700308857537,-0.019425490913244303
2010-02-10,-0.0022350694280079,0.0069074365875501,0.0031250982516333,0.005132207706346,-0.0074241730490065,0.0066448544780133,-0.02334737901548456
2010-02-17,0.0042290045967101,0.0100031841318273,0.0268025488137624,0.0214819737424942,0.0119247043688819,0.0130052205940174,-0.02410854516002825
2010-02-18,0.0065631577337956,0.0056617717170084,0.0027962060501227,0.0081556982876485,-0.0053561992005253,-0.0054624092058759,-0.0514871770493035
2010-02-19,0.0021842348635905,0.0073036579264638,-0.0207356319429496,-0.0035294241152232,-0.0088054897601228,-0.0262009547583641,-0.030014489650525
2010-02-22,-0.0010464051249199,-0.0058910636143725,0.0269836071823608,-0.0061284794240918,0.0023708174405694,0.0240008804649498,-0.0040040054354699706
2010-02-23,-0.0121766449451987,-0.0149429469376478,-0.0046616111959121,-0.0161453556632586,0.0028067612985118,0.0119869168613604,0.06926031728570026
2010-02-24,0.0096735196971904,0.0020392823597745,-0.0149163444582445,-0.0047459206764752,-0.0023538132079057,-0.0075569582643204,-0.052846125555405354
