Date,Price,Returns
2010-01-04,70045.0,
2010-01-05,70240.0,0.002780056678783893
2010-01-06,70729.0,0.006937723348787728
2010-01-07,70451.0,-0.003938239967540724
2010-01-08,70263.0,-0.002672088233735437
2010-01-11,70433.0,0.002416558860662832
2010-01-12,70076.0,-0.005081535961460659
2010-01-13,70385.0,0.004399804906354277
2010-01-14,69801.0,-0.008331835966663093
2010-01-15,68978.0,-0.011860723136180695
2010-01-18,69401.0,0.006113663453763962
2010-01-19,69909.0,0.007293119685462202
2010-01-20,68200.0,-0.024749831466895245
2010-01-21,66270.0,-0.028707258749280484
2010-01-22,66220.0,-0.0007547739810362941
2010-01-26,65524.0,-0.0105660443767146
2010-01-27,65070.0,-0.006952874235492956
2010-01-28,65588.0,0.00792913888072988
2010-01-29,65402.0,-0.0028399133523038245
2010-02-01,66572.0,0.01773122968916141
2010-02-02,67163.0,0.008838431933309465
2010-02-03,67109.0,-0.0008043375076152159
2010-02-04,63934.0,-0.04846686189463689
2010-02-05,62763.0,-0.01848557338591661
2010-02-08,63153.0,0.0061946257367502255
2010-02-09,64718.0,0.024479016317799918
2010-02-10,65051.0,0.005132207706346037
2010-02-11,66129.0,0.016435802211795192
2010-02-12,65855.0,-0.0041520243913009125
2010-02-17,67285.0,0.021481973742494276
2010-02-18,67836.0,0.008155698287648505
2010-02-19,67597.0,-0.0035294241152232786
2010-02-22,67184.0,-0.006128479424091893
2010-02-23,66108.0,-0.016145355663258698
2010-02-24,65795.0,-0.004745920676475279
2010-02-25,66121.0,0.004942549253291517
2010-02-26,66503.0,0.005760662570816422
2010-03-01,67228.0,0.010842767988107127
2010-03-02,67779.0,0.008162585041114667
2010-03-03,67641.0,-0.0020381043829491574
2010-03-04,67815.0,0.002569101342192681
2010-03-05,68847.0,0.015103241825906721
2010-03-08,68575.0,-0.003958614416916362
2010-03-09,69576.0,0.014491643463795612
2010-03-10,69979.0,0.005775516752892784
2010-03-11,69885.0,-0.0013441631034858403
2010-03-12,69341.0,-0.007814672093761743
2010-03-15,69024.0,-0.004582091636363472
2010-03-16,69942.0,0.013212056959005736
2010-03-17,69723.0,-0.003136078179766244
2010-03-18,69697.0,-0.00037297375270917144
2010-03-19,68829.0,-0.012532107477140286
2010-03-22,69042.0,0.003089847313241023
2010-03-23,69387.0,0.004984515012095514
2010-03-24,68913.0,-0.006854690614266801
2010-03-25,68442.0,-0.006858168193389247
2010-03-26,68683.0,0.003515044640151288
2010-03-29,69939.0,0.01812171764935755
2010-03-30,69960.0,0.0003002165870764628
2010-03-31,70372.0,0.005871806626398524
2010-04-01,71136.0,0.010798081004987026
2010-04-05,71290.0,0.002162527347751464
2010-04-06,71096.0,-0.0027249886933642387
2010-04-07,70793.0,-0.004270950680963281
2010-04-08,71785.0,0.01391541482444758
2010-04-09,71417.0,-0.005139604336196868
2010-04-12,70614.0,-0.011307511119881042
2010-04-13,70792.0,0.0025175748414696386
2010-04-14,71035.0,0.003426713358990696
2010-04-15,70524.0,-0.007219635905526545
2010-04-16,69421.0,-0.015763662018040137
2010-04-19,69098.0,-0.004663628605779735
2010-04-20,69318.0,0.0031788259342420133
2010-04-22,69386.0,0.0009805053271421116
2010-04-23,69509.0,0.0017711225336114467
2010-04-26,68872.0,-0.009206531234035253
2010-04-27,66511.0,-0.03488236183932081
2010-04-28,66656.0,0.0021777175622279543
2010-04-29,67978.0,0.019639058338849935
2010-04-30,67530.0,-0.006612179830661091
2010-05-03,67119.0,-0.006104780227701667
2010-05-04,64869.0,-0.034097311699181176
2010-05-05,64914.0,0.0006934652736241276
2010-05-06,63414.0,-0.023378659678225944
2010-05-07,62871.0,-0.00859964914934963
2010-05-10,65453.0,0.040247319715955854
2010-05-11,64425.0,-0.015830571283443007
2010-05-12,65224.0,0.01232574282218124
2010-05-13,64788.0,-0.006707098336459438
2010-05-14,63412.0,-0.021467283043168806
2010-05-17,62866.0,-0.008647640959832614
2010-05-18,60841.0,-0.03274157321023807
2010-05-19,59689.0,-0.019116154995685974
2010-05-20,58192.0,-0.025399860570592736
2010-05-21,60259.0,0.034904050563770994
2010-05-24,59915.0,-0.005725047673923456
2010-05-25,59184.0,-0.012275656044382188
2010-05-26,60190.0,0.016854990469582276
2010-05-27,62092.0,0.031110930604516085
2010-05-28,61947.0,-0.0023379754117502927
2010-05-31,63047.0,0.017601299241762902
2010-06-01,61841.0,-0.019313905082528393
2010-06-02,62943.0,0.01766298003099287
2010-06-04,61676.0,-0.020334678633567194
2010-06-07,61183.0,-0.008025503155996816
2010-06-08,61856.0,0.010939729872811554
2010-06-09,61479.0,-0.0061134499399884135
2010-06-10,63049.0,0.025216548770986336
2010-06-11,63605.0,0.008779881751255658
2010-06-14,63533.0,-0.0011326276596630436
2010-06-15,64442.0,0.014206138501851484
2010-06-16,64751.0,0.004783550025470262
2010-06-17,64541.0,-0.0032484637049314813
2010-06-18,64438.0,-0.001597159566989248
2010-06-21,64829.0,0.006049512906445287
2010-06-22,64811.0,-0.0002776920721334619
2010-06-23,65160.0,0.005370441695619732
2010-06-24,63937.0,-0.018947560189428003
2010-06-25,64824.0,0.013777681614008941
2010-06-28,64225.0,-0.009283362162477715
2010-06-29,61978.0,-0.03561305963068406
2010-06-30,60936.0,-0.016955350294775684
2010-07-01,61236.0,0.004911118799347136
2010-07-02,61430.0,0.003163063306001135
2010-07-05,60865.0,-0.009240018314276455
2010-07-06,62065.0,0.019523926106352008
2010-07-07,63284.0,0.019450309618905592
2010-07-08,63476.0,0.0030293491137793893
